well,cycle,ROX,SYBR,row,column,sample_id,replicate,sample_dilution,dilution_factor,sample_class,channel,template_vol,final_vol
49,103,191606.1875,552561.8125,E,1,200206_0_4,2,2,100,sample,4,5,20
49,104,191650.9375,546762.5625,E,1,200206_0_4,2,2,100,sample,4,5,20
49,105,191678.1875,541109.6875,E,1,200206_0_4,2,2,100,sample,4,5,20
49,106,191705.5625,535277.125,E,1,200206_0_4,2,2,100,sample,4,5,20
49,107,191745.9531,529405.5625,E,1,200206_0_4,2,2,100,sample,4,5,20
49,108,191720.9688,523286.375,E,1,200206_0_4,2,2,100,sample,4,5,20
49,109,191860.9219,516703.875,E,1,200206_0_4,2,2,100,sample,4,5,20
49,110,191929.875,509562.75,E,1,200206_0_4,2,2,100,sample,4,5,20
49,111,192215.9688,500302.0625,E,1,200206_0_4,2,2,100,sample,4,5,20
49,112,192754.2969,487032.0938,E,1,200206_0_4,2,2,100,sample,4,5,20
49,113,193730.3125,466296.2812,E,1,200206_0_4,2,2,100,sample,4,5,20
49,114,195510.1094,431469.6875,E,1,200206_0_4,2,2,100,sample,4,5,20
49,115,198407.1719,372612.5,E,1,200206_0_4,2,2,100,sample,4,5,20
49,116,201005.5156,291745.2188,E,1,200206_0_4,2,2,100,sample,4,5,20
49,117,200975.625,208982.7656,E,1,200206_0_4,2,2,100,sample,4,5,20
49,118,198226.2656,150222.8906,E,1,200206_0_4,2,2,100,sample,4,5,20
49,119,195236.8281,121091.3281,E,1,200206_0_4,2,2,100,sample,4,5,20
49,120,193647.9531,110364.5938,E,1,200206_0_4,2,2,100,sample,4,5,20
49,121,193354.3281,104465.2734,E,1,200206_0_4,2,2,100,sample,4,5,20
49,122,193292.9531,99313.2969,E,1,200206_0_4,2,2,100,sample,4,5,20
49,123,193302.5,93739.5312,E,1,200206_0_4,2,2,100,sample,4,5,20
49,124,193139.5938,87521.9453,E,1,200206_0_4,2,2,100,sample,4,5,20
49,125,192877.8594,81588.8281,E,1,200206_0_4,2,2,100,sample,4,5,20
49,126,192568.0938,77336.1016,E,1,200206_0_4,2,2,100,sample,4,5,20
49,127,192444.625,75071.8359,E,1,200206_0_4,2,2,100,sample,4,5,20
49,128,192285.7188,73667.25,E,1,200206_0_4,2,2,100,sample,4,5,20
49,129,192142.3125,72311.3672,E,1,200206_0_4,2,2,100,sample,4,5,20
49,130,191925.6406,70997.5156,E,1,200206_0_4,2,2,100,sample,4,5,20
49,131,191838.9844,69693.1641,E,1,200206_0_4,2,2,100,sample,4,5,20
49,132,191764.4688,68303.0469,E,1,200206_0_4,2,2,100,sample,4,5,20
49,133,191730.3906,66882.6797,E,1,200206_0_4,2,2,100,sample,4,5,20
49,134,191734.0625,65337.6875,E,1,200206_0_4,2,2,100,sample,4,5,20
49,135,191696.5625,63632.0234,E,1,200206_0_4,2,2,100,sample,4,5,20
49,136,191588.1875,61662.4141,E,1,200206_0_4,2,2,100,sample,4,5,20
49,137,191507.2344,58971.8008,E,1,200206_0_4,2,2,100,sample,4,5,20
49,138,191514.1875,55236.2383,E,1,200206_0_4,2,2,100,sample,4,5,20
49,139,191490.4375,51026.6602,E,1,200206_0_4,2,2,100,sample,4,5,20
49,140,191400.5938,47071.7773,E,1,200206_0_4,2,2,100,sample,4,5,20
49,141,191297.6562,43733.2188,E,1,200206_0_4,2,2,100,sample,4,5,20
49,142,190886.5625,39460.832,E,1,200206_0_4,2,2,100,sample,4,5,20
49,143,190127.3906,36527.1836,E,1,200206_0_4,2,2,100,sample,4,5,20
49,144,189296.4688,36021.2539,E,1,200206_0_4,2,2,100,sample,4,5,20
50,1,190944.9844,115905.7656,E,2,200206_2_7,2,2,100,sample,5,5,20
50,2,189966.5,113273.0312,E,2,200206_2_7,2,2,100,sample,5,5,20
50,3,189644.6875,111789.6797,E,2,200206_2_7,2,2,100,sample,5,5,20
50,4,189856.9844,111270.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,5,190082.9688,110977.2031,E,2,200206_2_7,2,2,100,sample,5,5,20
50,6,190289.5781,110761.2422,E,2,200206_2_7,2,2,100,sample,5,5,20
50,7,190492.3281,110554.0938,E,2,200206_2_7,2,2,100,sample,5,5,20
50,8,190682.375,110400.0781,E,2,200206_2_7,2,2,100,sample,5,5,20
50,9,190791.25,110299.5469,E,2,200206_2_7,2,2,100,sample,5,5,20
50,10,190817.75,110362.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,11,190869.9844,110572.3906,E,2,200206_2_7,2,2,100,sample,5,5,20
50,12,190897.0156,111282.4531,E,2,200206_2_7,2,2,100,sample,5,5,20
50,13,190899.9688,112765.7656,E,2,200206_2_7,2,2,100,sample,5,5,20
50,14,190953.2812,115875.2734,E,2,200206_2_7,2,2,100,sample,5,5,20
50,15,191017.4375,122068.5703,E,2,200206_2_7,2,2,100,sample,5,5,20
50,16,190895.2188,134310.6094,E,2,200206_2_7,2,2,100,sample,5,5,20
50,17,190521.8906,157503.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,18,189803.1875,199751.4219,E,2,200206_2_7,2,2,100,sample,5,5,20
50,19,188529.2812,271799.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,20,186374.2188,382021.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,21,183180.4062,525469.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,22,179259.4688,679076.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,23,175284.7812,813438.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,24,172449.8125,910606.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,25,170534.7344,972060.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,26,169256.3281,1008288.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,27,168121.5156,1030081.9375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,28,167504.1719,1042607.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,29,167048.2812,1050089.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,30,166747.0938,1054477.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,31,166515.7656,1057574.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,32,166435.8438,1059249.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,33,166448.0781,1059637.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,34,166445.5625,1059159.625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,35,166407.7656,1058211.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,36,166490.0469,1056770,E,2,200206_2_7,2,2,100,sample,5,5,20
50,37,166605.3281,1054759.875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,38,166597.4062,1052703.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,39,166439.5938,1050749.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,40,166263.1406,1048787.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,41,173302.6406,987804.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,42,174482.25,956867.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,43,175453.0938,931419.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,44,176104.2656,912804.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,45,176610,898596.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,46,176971.8125,887262.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,47,177433.4844,877629.0625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,48,177900.4688,869466.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,49,178334.8281,862027.0625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,50,178686.6562,854951.5625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,51,178994.25,848572.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,52,179427.7656,842486.5625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,53,179746.6875,836579.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,54,179975.6719,830409.0625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,55,180087.4531,824453.0625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,56,180437.9844,818206.3125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,57,180935.1406,812072.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,58,181317.6719,806124.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,59,181386.3125,800619,E,2,200206_2_7,2,2,100,sample,5,5,20
50,60,181474.3125,794878.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,61,181739.5938,789043.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,62,182106.5469,782965.0625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,63,182363.1875,777282.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,64,182534.625,771693.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,65,182724.5312,765942.3125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,66,183019.0469,759848.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,67,183220.6094,753866.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,68,183481.9062,748029.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,69,183658.0312,742091.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,70,183879.625,736057.625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,71,183962.5625,730170.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,72,184167.7031,724388.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,73,184285.2344,718842.625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,74,184402.4062,713298.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,75,184454.0938,707615.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,76,184632.8594,701657.4375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,77,184779.4531,695624.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,78,185005.7031,689779.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,79,185193.4375,683702.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,80,185423.7031,677572.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,81,185563.4531,671331.4375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,82,185535.9844,665334.0625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,83,185597.5,659455.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,84,185657.6406,653586.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,85,185759.5,647749.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,86,185961.6562,641838.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,87,186137.3281,636312.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,88,186151.9531,630726.3125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,89,186267.1094,624835.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,90,186422.5625,619061.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,91,186569.9219,613571.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,92,186589.2812,608236.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,93,186843.5312,602438.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,94,186937.8438,596659.5625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,95,187008.8438,590891.625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,96,187103.2969,585114.8125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,97,187085.2188,579191.75,E,2,200206_2_7,2,2,100,sample,5,5,20
50,98,187085.2188,573394.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,99,187194.1562,567734.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,100,187405.3906,561859.1875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,101,187362.8438,555999.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,102,187359,550276,E,2,200206_2_7,2,2,100,sample,5,5,20
50,103,187423.0938,544656.5625,E,2,200206_2_7,2,2,100,sample,5,5,20
50,104,187586.875,538735.3125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,105,187740.6875,532715.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,106,187848.9375,526711.5,E,2,200206_2_7,2,2,100,sample,5,5,20
50,107,187753.0938,521011.125,E,2,200206_2_7,2,2,100,sample,5,5,20
50,108,187675.2812,515012.1562,E,2,200206_2_7,2,2,100,sample,5,5,20
50,109,187699.75,508850.3438,E,2,200206_2_7,2,2,100,sample,5,5,20
50,110,187848.6094,502202.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,111,188192.625,494456.0312,E,2,200206_2_7,2,2,100,sample,5,5,20
50,112,188672.7812,484083.1562,E,2,200206_2_7,2,2,100,sample,5,5,20
50,113,189399.1562,469080.375,E,2,200206_2_7,2,2,100,sample,5,5,20
50,114,190770.25,443855.6875,E,2,200206_2_7,2,2,100,sample,5,5,20
50,115,193380.2188,399320.7188,E,2,200206_2_7,2,2,100,sample,5,5,20
50,116,196927.5469,328239.25,E,2,200206_2_7,2,2,100,sample,5,5,20
50,117,199066.7188,239561.8438,E,2,200206_2_7,2,2,100,sample,5,5,20
50,118,197860.7969,158882.4844,E,2,200206_2_7,2,2,100,sample,5,5,20
50,119,194516.9688,107229.6172,E,2,200206_2_7,2,2,100,sample,5,5,20
50,120,191988.8438,83506.8906,E,2,200206_2_7,2,2,100,sample,5,5,20
50,121,191171.2031,73366.4141,E,2,200206_2_7,2,2,100,sample,5,5,20
50,122,191031.8281,66963.0469,E,2,200206_2_7,2,2,100,sample,5,5,20
50,123,191097.0938,60994.1055,E,2,200206_2_7,2,2,100,sample,5,5,20
50,124,191246.9062,54728.1836,E,2,200206_2_7,2,2,100,sample,5,5,20
50,125,191400.7812,47897.4805,E,2,200206_2_7,2,2,100,sample,5,5,20
50,126,191466.9062,42294.3008,E,2,200206_2_7,2,2,100,sample,5,5,20
50,127,191435.5625,39325.8438,E,2,200206_2_7,2,2,100,sample,5,5,20
50,128,191427.9062,38778.8594,E,2,200206_2_7,2,2,100,sample,5,5,20
50,129,191526.2969,38585.2227,E,2,200206_2_7,2,2,100,sample,5,5,20
50,130,191692.0938,38322.793,E,2,200206_2_7,2,2,100,sample,5,5,20
50,131,191675.7344,37822.1641,E,2,200206_2_7,2,2,100,sample,5,5,20
50,132,191335.2188,37381.7578,E,2,200206_2_7,2,2,100,sample,5,5,20
50,133,191008.9062,36979.6016,E,2,200206_2_7,2,2,100,sample,5,5,20
50,134,190842.3438,36673.8398,E,2,200206_2_7,2,2,100,sample,5,5,20
50,135,190758.7656,36290.332,E,2,200206_2_7,2,2,100,sample,5,5,20
50,136,190593.0312,35652.2148,E,2,200206_2_7,2,2,100,sample,5,5,20
50,137,190368.1562,34904.1797,E,2,200206_2_7,2,2,100,sample,5,5,20
50,138,190059,34165.9219,E,2,200206_2_7,2,2,100,sample,5,5,20
50,139,189680.7812,33606.0234,E,2,200206_2_7,2,2,100,sample,5,5,20
50,140,189282.8594,33164.0117,E,2,200206_2_7,2,2,100,sample,5,5,20
50,141,188990.3281,32857.0664,E,2,200206_2_7,2,2,100,sample,5,5,20
50,142,188705.5625,32282.8457,E,2,200206_2_7,2,2,100,sample,5,5,20
50,143,188503.9844,31986.5176,E,2,200206_2_7,2,2,100,sample,5,5,20
50,144,188354.7969,32325.6367,E,2,200206_2_7,2,2,100,sample,5,5,20
51,1,189364.8281,121224.3281,E,3,200206_2_5,2,2,100,sample,7,5,20
51,2,188767.8438,118692.5547,E,3,200206_2_5,2,2,100,sample,7,5,20
51,3,188671.0938,117177.4375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,4,188947.4531,116565.7578,E,3,200206_2_5,2,2,100,sample,7,5,20
51,5,189224.8125,116209.5312,E,3,200206_2_5,2,2,100,sample,7,5,20
51,6,189388.0156,116006.375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,7,189513.6875,115894.6562,E,3,200206_2_5,2,2,100,sample,7,5,20
51,8,189620.5312,115824.1953,E,3,200206_2_5,2,2,100,sample,7,5,20
51,9,189743.75,115751.6641,E,3,200206_2_5,2,2,100,sample,7,5,20
51,10,189855.8594,115965.4062,E,3,200206_2_5,2,2,100,sample,7,5,20
51,11,189998.1562,116498.4297,E,3,200206_2_5,2,2,100,sample,7,5,20
51,12,190081.2031,117647.8047,E,3,200206_2_5,2,2,100,sample,7,5,20
51,13,190089.6719,119733.5078,E,3,200206_2_5,2,2,100,sample,7,5,20
51,14,189971.3281,124065.1406,E,3,200206_2_5,2,2,100,sample,7,5,20
51,15,189843.5156,132724.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,16,189689.0469,149476.0156,E,3,200206_2_5,2,2,100,sample,7,5,20
51,17,189341.6406,180620.3594,E,3,200206_2_5,2,2,100,sample,7,5,20
51,18,188483.9844,236041.7812,E,3,200206_2_5,2,2,100,sample,7,5,20
51,19,186898.7812,326736.1562,E,3,200206_2_5,2,2,100,sample,7,5,20
51,20,184475.0312,456382,E,3,200206_2_5,2,2,100,sample,7,5,20
51,21,181083.4531,611144.5,E,3,200206_2_5,2,2,100,sample,7,5,20
51,22,177144.4219,762866.5,E,3,200206_2_5,2,2,100,sample,7,5,20
51,23,173416.7031,885027.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,24,170555.0312,968151.4375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,25,168557.4531,1018442.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,26,167242.1406,1047607.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,27,166450.1562,1064894.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,28,165977.125,1075140.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,29,165582,1081349.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,30,165181.375,1085315.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,31,164893.8906,1087710.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,32,164830,1088321,E,3,200206_2_5,2,2,100,sample,7,5,20
51,33,164797.75,1088181.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,34,164881.4844,1087079,E,3,200206_2_5,2,2,100,sample,7,5,20
51,35,165019.2188,1085221.5,E,3,200206_2_5,2,2,100,sample,7,5,20
51,36,165189.2344,1083165.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,37,165300.3906,1081149.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,38,165301.6562,1079089.25,E,3,200206_2_5,2,2,100,sample,7,5,20
51,39,165331.1875,1076532.5,E,3,200206_2_5,2,2,100,sample,7,5,20
51,40,165403.6875,1074061.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,41,173025.0625,1012039.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,42,173948.8594,980134.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,43,174781.1562,953896.6875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,44,175453.375,934326,E,3,200206_2_5,2,2,100,sample,7,5,20
51,45,176141.7188,919191.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,46,176569.4219,907557.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,47,176915.8438,898124.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,48,177140.0469,890101.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,49,177576.9062,882497.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,50,177913.625,875302.6875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,51,178295.4062,868349.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,52,178556.5469,861954.1875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,53,178764.1562,855784.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,54,178891.1094,849602.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,55,179081.1875,843250.6875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,56,179403.4375,837055.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,57,179680.6406,831046.4375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,58,179988.2031,824674.25,E,3,200206_2_5,2,2,100,sample,7,5,20
51,59,180255.1406,818062.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,60,180493.5938,811702.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,61,180611.9219,806015.5625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,62,180725.4219,800262.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,63,180926.2188,794025.5,E,3,200206_2_5,2,2,100,sample,7,5,20
51,64,181334.4844,787573,E,3,200206_2_5,2,2,100,sample,7,5,20
51,65,181658.9531,781354.1875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,66,181920.875,775330.3125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,67,182009.5469,769119.3125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,68,182162.0469,762978.6875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,69,182248.3438,757003.375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,70,182376.1562,751042.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,71,182482.3906,744746,E,3,200206_2_5,2,2,100,sample,7,5,20
51,72,182777.6094,738393.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,73,183051.2812,732354.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,74,183165.3438,726750.5625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,75,183276.3906,721170.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,76,183374.7344,715127.1875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,77,183640.7344,708611.75,E,3,200206_2_5,2,2,100,sample,7,5,20
51,78,183740.1094,702680.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,79,183870.6094,696796.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,80,183814.7812,691134.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,81,183950.8594,684987.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,82,184152.3125,678812.4375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,83,184270.6094,672272.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,84,184320.5625,666302.1875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,85,184315.4844,660779.6875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,86,184476.5312,654859.0625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,87,184607.9531,648709.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,88,184715.3125,642917.1875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,89,184938.5469,637423.25,E,3,200206_2_5,2,2,100,sample,7,5,20
51,90,185108.2656,631726.3125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,91,185230.9688,626146,E,3,200206_2_5,2,2,100,sample,7,5,20
51,92,185236.6875,620728.625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,93,185444.3906,615238,E,3,200206_2_5,2,2,100,sample,7,5,20
51,94,185685.9219,609401.375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,95,185845.8125,603495.8125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,96,185971.4375,598119.4375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,97,186045.3125,592525.8125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,98,186148.2031,586729,E,3,200206_2_5,2,2,100,sample,7,5,20
51,99,186170.6875,580730.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,100,186248.2812,574793.625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,101,186343.25,568592.25,E,3,200206_2_5,2,2,100,sample,7,5,20
51,102,186531.6094,562382.25,E,3,200206_2_5,2,2,100,sample,7,5,20
51,103,186620.2188,556569.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,104,186633.0625,550826.3125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,105,186670.4688,544825.375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,106,186760.625,538657.625,E,3,200206_2_5,2,2,100,sample,7,5,20
51,107,186884.8125,532786.8125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,108,187006.8125,526864.6875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,109,187140.6719,520428.9688,E,3,200206_2_5,2,2,100,sample,7,5,20
51,110,187314.6094,513305.375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,111,187537.0312,505377.0312,E,3,200206_2_5,2,2,100,sample,7,5,20
51,112,187792,495136.0312,E,3,200206_2_5,2,2,100,sample,7,5,20
51,113,188444.9375,479805.1562,E,3,200206_2_5,2,2,100,sample,7,5,20
51,114,189864.9844,453916.125,E,3,200206_2_5,2,2,100,sample,7,5,20
51,115,192483.9375,408654.875,E,3,200206_2_5,2,2,100,sample,7,5,20
51,116,195756.7969,336305.9375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,117,197808.9844,245159.25,E,3,200206_2_5,2,2,100,sample,7,5,20
51,118,196676.75,161032.375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,119,193475.6094,106394.1797,E,3,200206_2_5,2,2,100,sample,7,5,20
51,120,190752.7812,81117.6641,E,3,200206_2_5,2,2,100,sample,7,5,20
51,121,189578.7656,71321.7031,E,3,200206_2_5,2,2,100,sample,7,5,20
51,122,189244.875,66197.4844,E,3,200206_2_5,2,2,100,sample,7,5,20
51,123,189164.4375,61535.1797,E,3,200206_2_5,2,2,100,sample,7,5,20
51,124,189161.4688,56245.7266,E,3,200206_2_5,2,2,100,sample,7,5,20
51,125,189076.4219,50587.0508,E,3,200206_2_5,2,2,100,sample,7,5,20
51,126,188945.1875,45987.4375,E,3,200206_2_5,2,2,100,sample,7,5,20
51,127,188734.3906,43422.9883,E,3,200206_2_5,2,2,100,sample,7,5,20
51,128,188641.5469,42620.043,E,3,200206_2_5,2,2,100,sample,7,5,20
51,129,188609.9375,42137.3867,E,3,200206_2_5,2,2,100,sample,7,5,20
51,130,188687.8594,41671.1484,E,3,200206_2_5,2,2,100,sample,7,5,20
51,131,188802.7031,41011.6719,E,3,200206_2_5,2,2,100,sample,7,5,20
51,132,188965.6719,40395.9258,E,3,200206_2_5,2,2,100,sample,7,5,20
51,133,189097.0312,39832.2969,E,3,200206_2_5,2,2,100,sample,7,5,20
51,134,189434.125,39203.1758,E,3,200206_2_5,2,2,100,sample,7,5,20
51,135,189784.7344,38537.2266,E,3,200206_2_5,2,2,100,sample,7,5,20
51,136,190135.3125,37989.4805,E,3,200206_2_5,2,2,100,sample,7,5,20
51,137,190323.2969,37647.8867,E,3,200206_2_5,2,2,100,sample,7,5,20
51,138,190485.0312,37235.1094,E,3,200206_2_5,2,2,100,sample,7,5,20
51,139,190501.4844,36755.8672,E,3,200206_2_5,2,2,100,sample,7,5,20
51,140,190415.2188,36287.0703,E,3,200206_2_5,2,2,100,sample,7,5,20
51,141,190140.2656,35915.7422,E,3,200206_2_5,2,2,100,sample,7,5,20
51,142,189477.625,35343.0781,E,3,200206_2_5,2,2,100,sample,7,5,20
51,143,188563.9531,35136.9102,E,3,200206_2_5,2,2,100,sample,7,5,20
51,144,187571.5,35510.2422,E,3,200206_2_5,2,2,100,sample,7,5,20
55,1,239635.7656,154100.5781,E,7,200207_2_6,2,2,100,sample,8,5,20
55,2,239060.0938,151614.9688,E,7,200207_2_6,2,2,100,sample,8,5,20
55,3,238944.5156,150156.9062,E,7,200207_2_6,2,2,100,sample,8,5,20
55,4,239106.5156,149448.6562,E,7,200207_2_6,2,2,100,sample,8,5,20
55,5,239233.0469,149024.6406,E,7,200207_2_6,2,2,100,sample,8,5,20
